iteration,max_drawdown,final_equity
199,0.07645460801561013,9532.981162598731
200,0.03517418063751098,10513.524883023421
201,0.01027000027915399,11107.262952160892
202,0.039743878549828866,10154.127652492063
203,0.010241598130336255,11033.51496086992
204,0.019506819652945248,10731.196177579035
205,0.010459669829423309,10618.961591684541
206,0.016890594814005684,10614.335211816295
207,0.009748192207309285,11099.855307101727
208,0.019601494882756226,10676.718171660517
209,0.01315126578503977,10861.43187026005
210,0.022029384604687795,10636.701209467214
211,0.010182751815055359,10733.732360688573
212,0.010134060436051855,10729.146084183649
213,0.04336904344600336,9872.18090703968
214,0.018193522831213726,10566.117901221209
215,0.01686871080277871,10637.592227910802
216,0.020822019328198847,10479.358884463789
217,0.025506561725303342,10136.659326492445
218,0.018173628890160987,11136.555668596893
219,0.020709279695830498,10644.259624708171
220,0.03264453017153733,10424.520702401676
221,0.03678805007555338,10220.64378024082
222,0.020698149393612673,10112.62358168938
223,0.043722886693315435,10091.324955016693
224,0.0206504902756136,10486.437071066799
225,0.009658029013616754,11060.742781063698
226,0.029884816663878353,10690.448683952314
227,0.010378033407292722,10785.589440083972
228,0.0303629572764876,10430.005909167383
229,0.009423994157570567,11035.222054308882
230,0.012932403666235754,10619.727392460185
231,0.01126653755690382,10683.571971806006
232,0.015898926821697586,10758.733673917775
233,0.020439382367326803,10608.12332617718
234,0.020223253492352593,10621.484234219326
235,0.028644853480155746,10438.117835032734
236,0.010390377603855187,11003.291343304169
237,0.011535836254319861,10895.40416634603
238,0.009736085790741873,11286.901462003409
239,0.020687663834040252,10445.054675465335
240,0.02689651426948125,10241.323253707447
241,0.01916184035301179,10844.186911084285
242,0.04110556335057963,10030.427410521308
243,0.010124335150060445,11068.79985321146
244,0.010023342184646778,11134.214027310802
245,0.023963845145843744,10173.897155418894
246,0.019871217303322163,10821.755167942789
247,0.029533540446244733,10121.383761546631
248,0.03941388574718499,10623.212706569204
249,0.030453477558176293,10377.477790471046
250,0.010439771657077487,10939.81082060118
251,0.010600324601064156,10441.975647186671
252,0.01018185360569513,10644.198721273948
253,0.009816208341754085,11021.13694742579
254,0.02681112268623415,10272.415133719813
255,0.01020835826643375,10894.454555690247
256,0.012662541566190816,11094.862257462151
257,0.023974223834011172,10445.505595131846
258,0.02940741529194884,10649.369257128888
259,0.02044028718291896,10636.190648618618
260,0.01896341463715188,10900.93037827774
261,0.02718123383498862,10193.206434560898
262,0.03487709038803479,10154.087418527455
263,0.026253761889313,10596.919814070572
264,0.010259859161554724,10606.51632087653
265,0.036853296253777326,10038.592109640704
266,0.009991792268470856,10677.06028624597
267,0.0596806321154959,9872.994115816178
268,0.010373349867484392,10494.191660475493
269,0.0,11483.890269829075
270,0.010309470113958656,10716.380460098675
271,0.009393124530476051,11213.788444364689
272,0.020213432222422487,10639.426078869896
273,0.020259488345211133,10599.05774178298
274,0.01982759476860611,10674.357522206734
275,0.009469788218043803,11164.927253386175
276,0.020704427524675204,10364.395246361726
277,0.03494467259353037,10028.634450096599
278,0.021132115591407635,10544.959608637748
279,0.020221769954048886,10533.552716532977
280,0.009950602203003082,10949.196570322545
281,0.024411656113070276,10212.260944227495
282,0.030245143775902587,9960.222257182675
283,0.013686591859642876,10867.594821185778
284,0.02861222759743796,10298.981230031262
285,0.03355728022267289,10150.96778323716
286,0.019651637376281658,10593.416165003531
287,0.019083473600125862,10485.535242014435
288,0.029923171238252416,10224.283585546156
289,0.012354942430411863,11109.439482308457
290,0.02758558766230977,10375.59303194913
291,0.01714579150834709,10985.742974286906
292,0.009117901995935412,11499.324968148594
293,0.016298489631970874,11159.78307794935
294,0.0361963462702513,10349.583165760585
295,0.04751537784628222,10312.310585726478
296,0.036363549330116596,10137.078577044815
297,0.00966684357544568,11018.124066068976
298,0.011970962611792604,10921.973879436095
299,0.029021690572205848,10629.873589913443
300,0.009184698149741004,11264.123508991785
301,0.01010603920396972,11166.700665990013
302,0.018434492765303997,10634.462794169007
303,0.018885835080719896,10724.456191028787
304,0.013652443472461827,10445.397254715757
305,0.02908742383275232,10608.587593626531
306,0.012395506871970536,10906.762714137161
307,0.023387084348445365,10527.917380953864
308,0.012301755674143992,10959.960788230188
309,0.00924910987720832,11372.0235344907
310,0.040886539576791676,9999.667620807306
311,0.030980640245999943,10411.002138424768
312,0.01065920058134162,10692.619522361394
313,0.012246766466782084,10665.386508280937
314,0.01929821234439039,10622.112608697122
315,0.010192266677319626,10466.192995597803
316,0.040772152076909686,10519.335662605443
317,0.023983125325915917,10291.795043682447
318,0.01049749201129198,10919.485814431451
319,0.0335252878525078,10014.85541594204
320,0.017818885748564293,10857.324780743083
321,0.025835606639940386,10764.664342009315
322,0.018005612889833145,10697.177114831264
323,0.010182379521019198,10720.049460357039
324,0.020952511861089117,10475.661738771603
325,0.04427442020390832,10023.728875319242
326,0.010203752677323895,10960.329943151592
327,0.02069661887931714,10538.251195615345
328,0.025992313196188208,10008.628025938346
329,0.02874220198566289,10853.930262518366
330,0.01947049659313304,11049.450388348501
331,0.039676772766166934,10662.467477452064
332,0.009902435271675428,10665.420643366413
333,0.013967381450881732,10373.364679671664
334,0.009775559987861547,11198.131136581133
335,0.019959168363097062,10610.780180973139
336,0.010057442043800451,11000.731528754137
337,0.01990597698846737,10720.105607126223
338,0.02145807395102498,10004.155930503955
339,0.010274655035898294,10774.7001343279
340,0.010285610204999797,10817.303113100954
341,0.01978460411323209,10581.82901262559
342,0.020819997936201283,10764.791898265894
343,0.016521457119412095,10856.04081374343
344,0.010386725683982285,10402.008813503873
345,0.018598869523427656,11110.572095384066
346,0.01938208827628456,10686.647596732202
347,0.020225270135428887,10462.863338024292
348,0.02667004342619263,10455.650900618339
349,0.01027378129360288,11131.866021787757
350,0.0403454415346343,9835.869926908015
351,0.019025355644488342,10618.688443636092
352,0.009691864868739674,11224.506497455215
353,0.011198349605948506,10669.076551249567
354,0.019880646259699812,10154.462235551444
355,0.012781242125449113,10468.493060067505
356,0.011981366253688718,10567.668448733524
357,0.04208831176411914,10093.16766552306
358,0.013937650471774216,10763.70274213895
359,0.010463018182461623,10883.802020523039
360,0.030074798313259352,10524.22695405834
361,0.020060555003092548,11051.554548614147
362,0.00970587041470378,10822.347404777873
363,0.026931654415877065,10464.344055259238
364,0.0447772745352701,10004.222844559288
365,0.015413903758347117,10549.86233773806
366,0.02870890787834581,10655.399429967893
367,0.028264376113812488,10561.094125205223
368,0.012887449648589374,10635.228647971602
369,0.023504916927694113,10277.736107917237
370,0.009990274924673625,10929.126199522867
371,0.02365704481919813,10421.872842791316
372,0.0226762656249902,10092.368410210904
373,0.012354364952879572,10747.179131533117
374,0.03159874190644962,10250.180652887384
375,0.012611467296579576,10690.971920015802
376,0.02219115727674821,10477.075405449963
377,0.016192232250310763,10823.02840849888
378,0.020263010033251594,10462.977271225574
379,0.020634694512993147,10353.729693443798
380,0.023572211626192118,10799.192888333273
381,0.009708051027262226,10826.275590833298
382,0.019871093867266938,10591.608987232457
383,0.01915545225851491,10729.909204649326
384,0.02238404242246696,10219.597722305165
385,0.028112846144681965,10057.39723349491
386,0.026726084931803867,10504.938904388744
387,0.019504426924369402,10508.08419663548
388,0.020465122667842634,10630.082901296095
389,0.04032710035690098,10390.425458595872
390,0.02054579255006312,10559.13227288245
391,0.029464476315290068,10338.919078433155
392,0.028414497404464743,11092.964594575882
393,0.010181343561668419,10853.621738222057
394,0.02890577157869644,10258.06663082629
395,0.02699656023655684,10883.828631160948
396,0.027987583445176926,10487.362691643484
397,0.02957232794718336,10795.793592101027
398,0.022344524354713728,10323.608489062957
399,0.010134919627959897,10755.582519749902
400,0.0186130152054868,10756.606028138878
401,0.018895349616792834,10355.641897245217
402,0.03320706294619984,10026.889540203016
403,0.009790476307167622,11005.732207868048
404,0.02878381075935182,10330.942358033913
405,0.020270768851761926,10508.638436286885
406,0.010062480848491739,10965.065700955174
407,0.011511887627253478,10618.127362353205
408,0.02016911358525414,10643.385133860356
409,0.029162102687891035,9856.807872017831
410,0.01266487450569315,10835.720411233713
411,0.020077354205585717,10675.185645478918
412,0.019302057822863337,10454.36255650477
413,0.016928767796272053,10532.514696294807
414,0.054361303664467814,9712.072131570632
415,0.01043134138469952,10786.954587673801
416,0.031542186655992066,10391.245072646028
417,0.01015110303121438,11066.999677500362
418,0.017531583464693024,10821.87250283898
419,0.03096601568822144,10187.499675184796
420,0.010006192089002849,11079.416593380232
421,0.01947819573335782,10493.252029984104
422,0.011369759795025487,10566.601246100176
423,0.01970147817848626,10515.763114453126
424,0.01958195965074548,10581.13319995088
425,0.029616678587670024,10253.373891545509
426,0.012134296747738723,10568.49893634
427,0.029017036830829252,10564.634874715575
428,0.020931828534910626,10181.33250408829
429,0.02359895005793547,10139.26304632182
430,0.01601914823030076,10441.837165060557
431,0.02826249604366363,10465.532918387316
432,0.021845827602538146,10231.5793442908
433,0.01884576601995443,10952.020142359826
434,0.012917955743587405,10916.852071707259
435,0.00919024234253516,11249.994300688828
436,0.012560864862223175,10456.509687951455
437,0.009737057817774446,11269.468422188993
438,0.020377724224710934,10407.330328381253
439,0.009899652934211722,11190.381927179706
440,0.03312909503619497,10120.12946193899
441,0.02049132330903921,10716.377308991163
442,0.03242155493439343,10113.29476515008
443,0.026126563010489583,10448.260339122997
444,0.02917402973871768,10376.112576538691
445,0.009987555799730633,11299.064574031105
446,0.015218281297600353,10493.727471811348
447,0.010017493080802022,10977.968724854756
448,0.009594748256139738,10989.150548244237
449,0.010252877162873163,10799.144841487985
450,0.010730132154469623,10774.009538792392
451,0.03693321100316222,9947.024290798412
452,0.010120997878854133,10786.120283300294
453,0.020351763251388023,10767.294288427895
454,0.05957523836221874,10097.049463202651
455,0.031321830215862476,9940.630868818089
456,0.02327021132554531,10642.548236789524
457,0.009739185890378303,10880.168927213848
458,0.02972950441748869,10449.603261617533
459,0.009669128279283633,11158.276377326792
460,0.018624576629312592,10427.560712143795
461,0.009938839344540346,11116.70036265944
462,0.012641794665935817,10517.474502512576
463,0.025003426038137013,10618.560771304854
464,0.019202633923380962,10863.270919715891
465,0.040935633524576,10290.455713536623
466,0.021619129736353503,10202.216655970346
467,0.020295132918953303,10389.545595499021
468,0.023953981076952194,10153.166919704878
469,0.019701611945330794,10709.145263679928
470,0.018991389009680712,10979.580857877181
471,0.028129206225871273,10404.55248313122
472,0.020542963483957344,10437.216291192633
473,0.03703872897434777,10244.242254640341
474,0.02303267904981121,10465.644003296451
475,0.020106879784764158,11147.06551717486
476,0.03054415423243189,9904.770170192929
477,0.027500156099382382,11087.428251303976
478,0.018893235873640567,10941.933295721145
479,0.0173430393959402,10499.566967553508
480,0.01272103013970691,10485.061358175366
481,0.029837142500428952,10442.789313514373
482,0.013299172147613619,10540.126043554386
483,0.019249351954824738,10870.233081893517
484,0.017776248192259248,10615.722067016046
485,0.039652819588807654,9923.655547277867
486,0.0322704492836871,10428.397493642457
487,0.01946378283443348,10546.237215817258
488,0.02081516230499017,10123.656947393793
489,0.01992359185561214,10315.432997352562
490,0.009109560488925009,11223.480685129074
491,0.010153825451780663,11464.641453158189
492,0.023021246468146735,10462.023644851117
493,0.009760344743462783,11180.513683579255
494,0.018924748497295914,10380.305635240813
495,0.01992129768799506,10234.785987090623
496,0.012028137677658094,10926.678322868196
497,0.020183037479428498,10617.369453212003
498,0.02689024184599025,10499.519032451904
499,0.010093639497357374,11232.160698657752
500,0.01489131920952835,11030.877062178346
501,0.020580492139299727,10468.273591231891
502,0.041428554371679686,10012.209291660945
503,0.01907062490055131,10934.50493425099
504,0.01966397107357366,10334.678802641096
505,0.022012806163829064,10645.253354135353
506,0.011001315060810573,10190.169120528799
507,0.009993028054440863,10915.304753934834
508,0.025471542244671175,10670.343645144048
509,0.010209932765137134,10972.616429526779
510,0.009535003534638077,11070.158572770586
511,0.009911961667453503,10964.579954565832
512,0.0252406537380759,10662.064472345535
513,0.033382517888166624,10469.25249229295
514,0.0198634881288436,10965.498799899746
515,0.02544780443648375,10644.827411868711
516,0.024841457972915326,10649.460663979518
517,0.011930240080511911,11078.072635841168
518,0.02055793205298623,10735.000916942545
519,0.009976134000693112,10843.160403808526
520,0.01053207971941118,10670.463925658507
521,0.009919775607704023,10912.775318194848
522,0.021861615131255768,10137.148299228695
523,0.00993303119976317,10887.899228281345
524,0.010550383191621427,10691.557677334536
525,0.017727184752923238,10862.036379651963
526,0.009839643140080583,10702.017462020594
527,0.026172655683966765,10826.1380662878
528,0.01033946926005125,11391.23923529404
529,0.019581577821876403,10480.514145716117
530,0.019684576820320595,10448.177421300094
531,0.017047634513455902,10538.287433309117
532,0.02431028494854443,9994.451139820063
533,0.02033557125711708,10400.383370997966
534,0.032276037019892456,10079.528372689128
535,0.03506946998152147,10271.1832787247
536,0.01012057777883315,10836.151103710876
537,0.028292147572757734,10693.349470712421
538,0.009860397567659647,11098.75173850808
539,0.019294880773871242,10441.381483546602
540,0.020527849862677288,10471.16891015527
541,0.031884524641713964,10374.520294430824
542,0.027083220814660258,10398.73291485587
543,0.02007151618265272,10858.184028123202
544,0.009926307098012196,11151.974056743473
545,0.01902180030714169,10851.598992950421
546,0.022762182312832377,10572.235602531999
547,0.02871614633819924,10903.013807308706
548,0.03249817347643592,10211.248835738266
549,0.01056623901675544,10934.472127265773
550,0.011815330036512979,10781.150377891712
551,0.020592420131475896,10498.744106820024
552,0.016154089145199856,10882.189587079081
553,0.012553499262190616,10489.508729969608
554,0.024888641608681435,10577.369187511105
555,0.025825587175686563,10688.8011026759
556,0.01703922002697241,10792.064134963293
557,0.020661680677615386,10549.948151802646
558,0.02014591808173671,10644.54072582121
559,0.014320608319938819,10947.420899226183
560,0.01652230855808907,10781.264245307668
561,0.030832332007610753,10055.050075832776
562,0.0173594678510265,10929.983407760199
563,0.010156108098872648,10825.783113854535
564,0.009765035339826637,11089.896557629792
565,0.009605038241376766,11246.324424329143
566,0.01850349591255662,10790.828210666032
567,0.020554639371634008,10420.056523756713
568,0.020539868632470985,10441.290640239444
569,0.038094978033611566,10589.398001716934
570,0.028962955227894927,10234.133291125308
571,0.035072645033552556,10833.461283439252
572,0.03869405967611899,10101.51303957391
573,0.016788671502569418,10437.065354068536
574,0.020507660558398134,10235.715593323692
575,0.05519006984943692,9936.436014356357
576,0.021199513453582286,10421.537472843776
577,0.01038715293697598,10758.647385189082
578,0.040304862872017316,10149.838513572233
579,0.032837360827922234,10374.997114876696
580,0.010349231639520728,11039.868407264457
581,0.013775963572800004,11135.580923078833
582,0.017585626706993564,10910.909862446744
583,0.030925953873484627,10620.852663436894
584,0.010171470093075638,10688.148317896097
585,0.020547181609631114,10356.77684214483
586,0.022323654149002586,10291.493682399929
587,0.02805708106503282,10478.990185442066
588,0.02634431534685672,10253.589678380613
589,0.02965057104140453,10399.663958019244
590,0.026542987460940047,10489.432185808637
591,0.024526520220608396,10657.433402659235
592,0.019220751679995856,10657.486186735605
593,0.02470488484193362,10536.354232122096
594,0.020896257480519757,10815.429252172751
595,0.017997134088122136,10667.819287399621
596,0.03777430711076631,10419.552222337648
597,0.02819120719136242,10671.6742581125
598,0.010226007933360686,10510.448282693023
599,0.0286483618064514,10051.818417013867
600,0.010030991272869105,10945.826945346944
601,0.035946370840099065,10659.138741055664
602,0.0101512321248075,10764.096084386236
603,0.02009081276819503,10705.205523474386
604,0.0677529536284117,10010.449593626528
605,0.02035227504374195,10330.91500515464
606,0.01002157655754751,10748.291657268057
607,0.011959146544304619,10316.744337948307
608,0.02317060034836441,10295.650988190444
609,0.019307057487869612,10960.094623031891
610,0.009770063813973514,10910.094897319854
611,0.04653580896301054,10286.646575381512
612,0.018722888822006383,10988.598313199731
613,0.010469885420349146,10684.446723488925
614,0.01016603461534901,11024.41632371346
615,0.029014230724598758,9903.774198007264
616,0.02915242293468113,10386.667570446447
617,0.01932444392211776,10534.583248331626
618,0.0201402113095778,10697.061359813824
619,0.014901203903909085,11063.586443508648
620,0.018687028696687532,10653.846843151347
621,0.013147736665477867,10634.737610991888
622,0.0392905909603385,10101.796613430808
623,0.06342236135785623,10018.838597623238
624,0.010058933495299151,11029.092590551705
625,0.010533347405823306,11162.806271185535
626,0.01818895811419425,10548.320200732136
627,0.01846683226688515,10326.555855246417
628,0.009810423657511898,11107.262464948042
629,0.033373105381360214,10563.801119444826
630,0.010315447093237085,10700.677920090393
631,0.031238545029221427,10635.759027841119
632,0.027980360789684834,10243.643937547697
633,0.022925488655189466,10480.921708831313
634,0.010209366850772192,10458.836341411567
635,0.009762659105450775,10842.927792583645
636,0.009553867557119861,11050.606870454447
637,0.04349042536809971,10072.769201609695
638,0.01022730259884368,11032.83319736896
639,0.009737581667248951,10794.374143658068
640,0.031145217397225367,10264.622698474484
641,0.021855744977487785,10678.286382285254
642,0.009208064441981243,11164.492719376565
643,0.020876251356818802,10191.610994563609
644,0.02092341978470863,10636.902124087259
645,0.01306364926237315,10500.734733122052
646,0.009712485419197893,11174.342110221398
647,0.030289346623296676,10567.331069985628
648,0.0119540680569211,10922.452598077636
649,0.019579712771734106,10391.624920932181
650,0.018108559528701853,10494.611766647837
651,0.024014955900702604,10088.812361563929
652,0.010328624115529338,10863.47812303783
653,0.030582427767986295,10419.214215729617
654,0.016058433741630438,10571.902362085293
655,0.019997464900342352,10355.874120178842
656,0.02058973545730085,10379.637971976106
657,0.009928686880901998,10715.231163629222
658,0.010513513099467941,10640.96070630873
659,0.03518479532837752,10654.4810160232
660,0.010266623956956576,11225.081294127578
661,0.010607336513903458,10943.978425505724
662,0.020511654451187696,10640.441208650009
663,0.02853814093895385,10540.996620671918
664,0.02030060265566206,10839.901050325745
665,0.017402209983646975,10525.542514107707
666,0.018954175194663057,10791.220669793023
667,0.010208451093326094,10737.31175695954
668,0.029965089085174836,10318.59319432008
669,0.022367920674685106,10265.566887539271
670,0.012222319150072143,10509.880222074313
671,0.01855592995611234,11015.984305124448
672,0.01727443242344871,10987.406047628881
673,0.03258283758579854,9995.195707353514
674,0.03643271867910567,9841.54050692014
675,0.010308687501095232,10654.31976582756
676,0.02894267495116616,10701.623753367317
677,0.010441671624553965,10641.761566160352
678,0.020122902452018945,10478.800168469923
679,0.023099820398042026,10345.534616844994
680,0.022217316690849337,10757.1748865514
681,0.04252258991630751,10186.016768728603
682,0.028360816719752758,10368.33786614654
683,0.029537208643424035,10227.496124292471
684,0.010619798434957748,10414.410185011708
685,0.02612118204734501,10555.95464267818
686,0.009603531509777627,11219.49684478517
687,0.012205264498753018,10613.234216258117
688,0.03412264412351411,10430.61565610079
689,0.01999995771312181,10558.431140567795
690,0.027098714228546258,10677.867055751412
691,0.021330189783769063,10626.584588151876
692,0.014793798358770887,10472.85401304893
693,0.02903222726072235,10383.05923019363
694,0.01158800226933633,10312.625971961877
695,0.03438452676628757,10250.412961951273
696,0.010234123409328399,11063.058001253594
697,0.022124419018781896,10536.572711623752
698,0.009847221738623265,10734.186093701952
699,0.02925753027545303,10472.010336800562
700,0.021243894829610352,10436.965244534334
701,0.01965259102931375,10788.206248707924
702,0.020390007961302997,10477.363294821838
703,0.024230468434888217,10827.819857516544
704,0.00999868661943719,11009.8613402055
705,0.020069973672624628,10390.103582299504
706,0.022501922277379894,10312.647104721967
707,0.009851001272800907,11022.100812861188
708,0.021218249668192857,10350.699630987445
709,0.020027077418579613,10484.698824896246
710,0.01646531490814143,11043.226640361485
711,0.012587651328388053,11308.793248241525
712,0.013958140913802087,10705.598581103086
713,0.03886527820765256,10420.987077781176
714,0.02040240589797846,10624.62338722657
715,0.01739506895606105,10864.472010459891
716,0.040647186673955504,10194.481035286939
717,0.01859034694507133,10672.075548725856
718,0.01022144082398355,10782.333097023371
719,0.020238425369479066,10434.648726495234
720,0.010013457233690373,10681.952753535536
721,0.026143609600285257,10420.766014512557
722,0.02610282574919781,10301.323526798447
723,0.020057235593130062,10371.031572181868
724,0.02180702930240026,10750.89048311074
725,0.010933359624424467,11166.818631963273
726,0.04274922605725563,10069.1443868757
727,0.010680282692875487,10826.442771814352
728,0.02851879930185863,10617.68547840779
729,0.010182567340948157,11155.684376007417
730,0.016801545017087204,10625.723740610942
731,0.019604771926608942,10455.8283365879
732,0.03310947390882534,10305.872640480733
733,0.046196024296077,10030.116260802684
734,0.013421913239097,10995.48522893275
735,0.016755094835920328,10743.553224815196
