symbol,side,entry_time,exit_time,entry_price,exit_price,stop,target,size,pnl,confluence
EURUSD,sell,2007-01-19T00:00:00+00:00,2007-01-19T04:00:00+00:00,1.29598,1.30020,1.29975,1.28971,29585.7988,-124.96577,0.8
EURUSD,buy,2007-02-23T09:00:00+00:00,2007-02-23T14:00:00+00:00,1.31143,1.31551,1.30696,1.31881,18152.6365,74.03625,0.8
EURUSD,buy,2007-02-23T09:00:00+00:00,2007-02-23T15:00:00+00:00,1.31143,1.31561,1.31607,1.31881,6050.8788,25.26897,0.8
EURUSD,buy,2007-03-09T14:00:00+00:00,2007-03-11T21:00:00+00:00,1.31010,1.31358,1.30623,1.31926,21496.4212,74.78004,0.8
EURUSD,buy,2007-03-09T14:00:00+00:00,2007-03-11T22:00:00+00:00,1.31010,1.31037,1.31083,1.31926,7165.4737,1.92261,0.8
EURUSD,sell,2007-04-06T04:00:00+00:00,2007-04-06T12:00:00+00:00,1.34120,1.33770,1.34510,1.33179,21537.9474,75.41063,0.8
EURUSD,sell,2007-04-06T04:00:00+00:00,2007-04-06T12:00:00+00:00,1.34120,1.34167,1.34120,1.33179,7179.3158,-3.37025,0.8
EURUSD,buy,2007-04-18T09:00:00+00:00,2007-04-18T10:00:00+00:00,1.36126,1.35239,1.35845,1.35280,42179.5104,-373.88319,0.505
EURUSD,buy,2007-05-02T14:00:00+00:00,2007-05-02T15:00:00+00:00,1.35981,1.36013,1.35908,1.36454,228496.8586,73.04115,0.505
EURUSD,buy,2007-05-02T14:00:00+00:00,2007-05-02T15:00:00+00:00,1.35981,1.35933,1.35981,1.36454,76165.6195,-36.24816,0.505
EURUSD,sell,2007-05-10T13:00:00+00:00,2007-05-10T14:00:00+00:00,1.35027,1.35731,1.35313,1.35690,39942.8257,-280.88889,0.505
EURUSD,sell,2007-05-16T18:00:00+00:00,2007-05-16T19:00:00+00:00,1.35156,1.36808,1.35463,1.36767,35733.4714,-590.17015,0.505
EURUSD,buy,2007-06-22T02:00:00+00:00,2007-06-22T06:00:00+00:00,1.33921,1.34185,1.33617,1.34360,25326.5149,66.83584,0.8
EURUSD,buy,2007-06-22T02:00:00+00:00,2007-06-22T07:00:00+00:00,1.33921,1.33989,1.34036,1.34360,8442.1716,5.73435,0.8
EURUSD,sell,2007-07-06T14:00:00+00:00,2007-07-10T12:00:00+00:00,1.36269,1.36722,1.36674,1.35258,24690.9435,-111.78354,0.8
EURUSD,buy,2007-07-18T01:00:00+00:00,2007-07-18T02:00:00+00:00,1.38103,1.37611,1.37798,1.37652,33620.1511,-165.65126,0.505
EURUSD,buy,2007-07-27T05:00:00+00:00,2007-07-27T08:00:00+00:00,1.37337,1.36740,1.36788,1.38515,17145.8044,-102.37118,0.8
EURUSD,sell,2007-08-03T00:00:00+00:00,2007-08-03T13:00:00+00:00,1.36933,1.37422,1.37374,1.36175,21519.2436,-105.26679,0.8
EURUSD,sell,2007-08-31T04:00:00+00:00,2007-08-31T11:00:00+00:00,1.36506,1.37000,1.36952,1.35570,20993.6559,-103.68753,0.8
EURUSD,buy,2007-09-12T06:00:00+00:00,2007-09-12T07:00:00+00:00,1.38617,1.37891,1.38282,1.37932,28664.6523,-208.09165,0.505
EURUSD,sell,2007-09-28T00:00:00+00:00,2007-09-28T12:00:00+00:00,1.41558,1.42042,1.41992,1.40567,20894.5191,-101.16694,0.8
EURUSD,buy,2007-10-18T08:00:00+00:00,2007-10-18T09:00:00+00:00,1.42571,1.41399,1.42284,1.41441,33153.6252,-388.62371,0.505
EURUSD,buy,2007-10-31T08:00:00+00:00,2007-10-31T09:00:00+00:00,1.44488,1.44257,1.44308,1.44089,56210.6630,-129.75621,0.505
EURUSD,sell,2007-11-09T11:00:00+00:00,2007-11-12T09:00:00+00:00,1.46767,1.45959,1.47619,1.44406,7027.6342,56.80218,0.8
EURUSD,sell,2007-11-09T11:00:00+00:00,2007-11-12T10:00:00+00:00,1.46767,1.46060,1.46009,1.44406,2342.5447,16.55831,0.8
EURUSD,buy,2007-11-14T02:00:00+00:00,2007-11-14T03:00:00+00:00,1.46629,1.45644,1.46242,1.45688,22287.0703,-219.45675,0.505
EURUSD,sell,2008-01-04T03:00:00+00:00,2008-01-04T13:00:00+00:00,1.47330,1.47959,1.47907,1.45651,13930.5973,-87.62093,0.8
EURUSD,buy,2008-01-09T15:00:00+00:00,2008-01-09T16:00:00+00:00,1.46724,1.46762,1.46642,1.47666,144816.8571,54.97566,0.505
EURUSD,buy,2008-01-09T15:00:00+00:00,2008-01-09T16:00:00+00:00,1.46724,1.46673,1.46724,1.47666,48272.2857,-24.78840,0.505
