symbol,entry_time,exit_time,entry_price,exit_price,size,pnl,confluence
EURUSD,2003-07-29T15:00:00+00:00,2003-07-29T21:00:00+00:00,1.15032,1.14502,15157.6504,-80.33555,
EURUSD,2003-07-29T23:00:00+00:00,2003-07-30T06:00:00+00:00,1.14413,1.14268,54249.2214,-78.66137,
EURUSD,2003-07-30T08:00:00+00:00,2003-07-30T11:00:00+00:00,1.14393,1.14239,50568.0243,-77.87476,
EURUSD,2003-07-29T18:00:00+00:00,2003-07-30T12:00:00+00:00,1.14717,1.14069,9298.0957,60.25166,
EURUSD,2003-07-30T04:00:00+00:00,2003-07-30T12:00:00+00:00,1.14395,1.14037,16479.3375,58.99603,
EURUSD,2003-07-30T05:00:00+00:00,2003-07-30T12:00:00+00:00,1.14333,1.14020,18848.5714,58.99603,
EURUSD,2003-07-23T21:00:00+00:00,2003-07-30T13:00:00+00:00,1.14800,1.13911,10293.9578,-91.51328,
EURUSD,2003-07-29T16:00:00+00:00,2003-07-30T13:00:00+00:00,1.14656,1.13947,8498.1185,60.25166,
EURUSD,2003-07-29T18:00:00+00:00,2003-07-30T13:00:00+00:00,1.14717,1.14157,3099.3652,17.35645,
EURUSD,2003-07-29T19:00:00+00:00,2003-07-30T13:00:00+00:00,1.14606,1.13847,7938.2952,60.25166,
EURUSD,2003-07-30T03:00:00+00:00,2003-07-30T13:00:00+00:00,1.14384,1.13901,12214.4986,58.99603,
EURUSD,2003-07-30T04:00:00+00:00,2003-07-30T13:00:00+00:00,1.14395,1.14157,5493.1125,13.07361,
EURUSD,2003-07-30T05:00:00+00:00,2003-07-30T13:00:00+00:00,1.14333,1.14157,6282.8571,11.05783,
EURUSD,2003-07-29T16:00:00+00:00,2003-07-30T14:00:00+00:00,1.14656,1.14075,2832.7062,16.45802,
EURUSD,2003-07-29T19:00:00+00:00,2003-07-30T14:00:00+00:00,1.14606,1.14075,2646.0984,14.05078,
EURUSD,2003-07-30T03:00:00+00:00,2003-07-30T14:00:00+00:00,1.14384,1.14075,4071.4995,12.58093,
EURUSD,2003-07-30T18:00:00+00:00,2003-07-30T20:00:00+00:00,1.13623,1.13471,39771.7519,60.45306,
EURUSD,2003-07-30T18:00:00+00:00,2003-07-30T21:00:00+00:00,1.13623,1.13454,13257.2506,22.40475,
EURUSD,2003-07-30T19:00:00+00:00,2003-08-01T00:00:00+00:00,1.13586,1.12793,7623.3371,60.45306,
EURUSD,2003-07-30T20:00:00+00:00,2003-08-01T00:00:00+00:00,1.13396,1.12426,6279.0166,60.90646,
EURUSD,2003-07-30T19:00:00+00:00,2003-08-01T01:00:00+00:00,1.13586,1.12388,2541.1124,30.44253,
EURUSD,2003-07-30T20:00:00+00:00,2003-08-01T01:00:00+00:00,1.13396,1.12388,2093.0055,21.09750,
EURUSD,2003-08-01T02:00:00+00:00,2003-08-01T05:00:00+00:00,1.12380,1.12211,49208.0813,-83.16166,
EURUSD,2003-08-01T03:00:00+00:00,2003-08-01T05:00:00+00:00,1.12361,1.12211,55441.1050,-83.16166,
EURUSD,2003-08-01T08:00:00+00:00,2003-08-01T12:00:00+00:00,1.11505,1.12118,13295.0121,-81.49842,
EURUSD,2003-08-01T12:00:00+00:00,2003-08-01T14:00:00+00:00,1.11774,1.12210,13879.0321,60.51258,
EURUSD,2003-08-01T12:00:00+00:00,2003-08-01T14:00:00+00:00,1.11774,1.12646,4626.3440,40.34172,
EURUSD,2003-08-01T17:00:00+00:00,2003-08-02T00:00:00+00:00,1.12416,1.12582,49212.0380,-81.69198,
EURUSD,2003-08-01T18:00:00+00:00,2003-08-02T00:00:00+00:00,1.12529,1.12678,41120.1257,61.26899,
EURUSD,2003-08-01T18:00:00+00:00,2003-08-02T01:00:00+00:00,1.12529,1.12709,13706.7086,24.67208,
EURUSD,2003-08-03T22:00:00+00:00,2003-08-03T23:00:00+00:00,1.12791,1.12696,86036.2883,-81.73447,
EURUSD,2003-08-04T03:00:00+00:00,2003-08-04T04:00:00+00:00,1.12636,1.12708,84288.6762,60.68785,
EURUSD,2003-08-04T03:00:00+00:00,2003-08-04T04:00:00+00:00,1.12636,1.12636,28096.2254,0.00000,
EURUSD,2003-08-03T23:00:00+00:00,2003-08-04T07:00:00+00:00,1.12678,1.12827,54306.7981,-80.91713,
EURUSD,2003-08-04T04:00:00+00:00,2003-08-04T07:00:00+00:00,1.12708,1.12852,42460.4206,61.14301,
EURUSD,2003-08-04T04:00:00+00:00,2003-08-04T07:00:00+00:00,1.12708,1.12708,14153.4735,0.00000,
EURUSD,2003-08-01T05:00:00+00:00,2003-08-04T16:00:00+00:00,1.12143,1.13709,5204.2417,-81.49842,
EURUSD,2003-08-01T06:00:00+00:00,2003-08-04T16:00:00+00:00,1.12047,1.13709,4903.6356,-81.49842,
EURUSD,2003-08-04T07:00:00+00:00,2003-08-04T16:00:00+00:00,1.13062,1.13560,12247.9317,60.99470,
EURUSD,2003-08-04T11:00:00+00:00,2003-08-04T16:00:00+00:00,1.13091,1.13618,11573.9468,60.99470,
EURUSD,2003-08-04T13:00:00+00:00,2003-08-04T16:00:00+00:00,1.13115,1.13646,11486.7608,60.99470,
EURUSD,2003-08-04T07:00:00+00:00,2003-08-04T17:00:00+00:00,1.13062,1.13471,4082.6439,16.69801,
EURUSD,2003-08-04T11:00:00+00:00,2003-08-04T17:00:00+00:00,1.13091,1.13471,3857.9823,14.66033,
EURUSD,2003-08-04T13:00:00+00:00,2003-08-04T17:00:00+00:00,1.13115,1.13471,3828.9203,13.63096,
EURUSD,2003-08-05T00:00:00+00:00,2003-08-05T02:00:00+00:00,1.13416,1.13573,52214.0331,-81.97603,
EURUSD,2003-08-05T01:00:00+00:00,2003-08-05T05:00:00+00:00,1.13521,1.13626,58554.3085,61.48202,
EURUSD,2003-08-05T01:00:00+00:00,2003-08-05T05:00:00+00:00,1.13521,1.13521,19518.1028,0.00000,
EURUSD,2003-08-05T04:00:00+00:00,2003-08-05T07:00:00+00:00,1.13540,1.13689,40850.4723,60.86720,
EURUSD,2003-08-05T04:00:00+00:00,2003-08-05T08:00:00+00:00,1.13540,1.13541,13616.8241,0.13617,
EURUSD,2003-08-05T06:00:00+00:00,2003-08-05T09:00:00+00:00,1.13630,1.13391,34213.8459,-81.77109,
EURUSD,2003-08-05T07:00:00+00:00,2003-08-05T09:00:00+00:00,1.13684,1.13391,28115.9604,-82.37976,
EURUSD,2003-08-05T08:00:00+00:00,2003-08-05T09:00:00+00:00,1.13522,1.13270,24518.1921,61.78584,
EURUSD,2003-08-05T08:00:00+00:00,2003-08-05T10:00:00+00:00,1.13522,1.13355,8172.7307,13.64846,
EURUSD,2003-08-05T11:00:00+00:00,2003-08-05T12:00:00+00:00,1.13349,1.13163,43813.9570,-81.49396,
EURUSD,2003-08-05T12:00:00+00:00,2003-08-05T14:00:00+00:00,1.13134,1.13389,31638.8315,-80.67902,
EURUSD,2003-08-01T00:00:00+00:00,2003-08-05T20:00:00+00:00,1.12325,1.13863,5373.6188,-82.64626,
EURUSD,2003-08-01T01:00:00+00:00,2003-08-05T20:00:00+00:00,1.12271,1.13775,5529.3655,-83.16166,
EURUSD,2003-08-05T09:00:00+00:00,2003-08-05T20:00:00+00:00,1.13299,1.13774,17127.8896,-81.35748,
EURUSD,2003-08-05T10:00:00+00:00,2003-08-05T20:00:00+00:00,1.13229,1.13774,14953.0202,-81.49396,
EURUSD,2003-08-05T14:00:00+00:00,2003-08-05T20:00:00+00:00,1.13423,1.13792,16234.1931,59.90417,
EURUSD,2003-08-05T14:00:00+00:00,2003-08-05T21:00:00+00:00,1.13423,1.13788,5411.3977,19.75160,
EURUSD,2003-08-06T01:00:00+00:00,2003-08-06T03:00:00+00:00,1.13928,1.14045,49603.9708,58.03665,
EURUSD,2003-08-06T01:00:00+00:00,2003-08-06T04:00:00+00:00,1.13928,1.13977,16534.6569,8.10198,
EURUSD,2003-08-06T04:00:00+00:00,2003-08-06T05:00:00+00:00,1.14063,1.13971,84829.9791,-78.04358,
EURUSD,2003-08-04T14:00:00+00:00,2003-08-06T06:00:00+00:00,1.13363,1.14142,7829.8716,60.99470,
EURUSD,2003-08-04T19:00:00+00:00,2003-08-06T06:00:00+00:00,1.13538,1.14141,10196.0239,61.48202,
EURUSD,2003-08-06T05:00:00+00:00,2003-08-06T06:00:00+00:00,1.13954,1.14089,57231.9592,-77.26314,
EURUSD,2003-08-04T14:00:00+00:00,2003-08-06T07:00:00+00:00,1.13363,1.14000,2609.9572,16.62543,
EURUSD,2003-08-04T19:00:00+00:00,2003-08-06T07:00:00+00:00,1.13538,1.14000,3398.6746,15.70188,
EURUSD,2003-08-06T06:00:00+00:00,2003-08-06T10:00:00+00:00,1.14113,1.13788,23912.3941,-77.71528,
EURUSD,2003-08-06T09:00:00+00:00,2003-08-06T15:00:00+00:00,1.13892,1.13534,16348.8590,58.52892,
EURUSD,2003-08-06T09:00:00+00:00,2003-08-06T16:00:00+00:00,1.13892,1.13740,5449.6197,8.28342,
EURUSD,2003-08-06T02:00:00+00:00,2003-08-06T17:00:00+00:00,1.14034,1.13334,11054.5992,-77.38219,
EURUSD,2003-08-06T10:00:00+00:00,2003-08-06T17:00:00+00:00,1.13810,1.13370,13169.5570,57.94605,
EURUSD,2003-08-06T10:00:00+00:00,2003-08-06T18:00:00+00:00,1.13810,1.13442,4389.8523,16.15466,
EURUSD,2003-08-07T04:00:00+00:00,2003-08-07T06:00:00+00:00,1.13338,1.13222,67152.3357,-77.89671,
EURUSD,2003-08-07T05:00:00+00:00,2003-08-07T06:00:00+00:00,1.13395,1.13222,45026.9997,-77.89671,
EURUSD,2003-08-07T06:00:00+00:00,2003-08-07T07:00:00+00:00,1.13294,1.13451,48623.4237,-76.33878,
EURUSD,2003-08-07T07:00:00+00:00,2003-08-07T13:00:00+00:00,1.13504,1.13835,17124.3325,56.68154,
EURUSD,2003-08-07T09:00:00+00:00,2003-08-07T13:00:00+00:00,1.13586,1.13999,13724.3440,56.68154,
EURUSD,2003-08-07T09:00:00+00:00,2003-08-07T13:00:00+00:00,1.13586,1.13586,4574.7813,0.00000,
EURUSD,2003-08-07T11:00:00+00:00,2003-08-07T13:00:00+00:00,1.13532,1.13891,15788.7300,56.68154,
EURUSD,2003-08-07T12:00:00+00:00,2003-08-07T13:00:00+00:00,1.13582,1.13991,13858.5674,56.68154,
EURUSD,2003-08-07T12:00:00+00:00,2003-08-07T13:00:00+00:00,1.13582,1.13582,4619.5225,0.00000,
EURUSD,2003-08-07T07:00:00+00:00,2003-08-07T14:00:00+00:00,1.13504,1.13758,5708.1108,14.49860,
EURUSD,2003-08-07T11:00:00+00:00,2003-08-07T14:00:00+00:00,1.13532,1.13758,5262.9100,11.89418,
EURUSD,2003-08-07T19:00:00+00:00,2003-08-07T21:00:00+00:00,1.13705,1.13803,59775.4415,58.57993,
EURUSD,2003-08-07T19:00:00+00:00,2003-08-07T21:00:00+00:00,1.13705,1.13705,19925.1472,0.00000,
EURUSD,2003-08-08T03:00:00+00:00,2003-08-08T05:00:00+00:00,1.13556,1.13627,83125.7495,59.01928,
EURUSD,2003-08-08T03:00:00+00:00,2003-08-08T05:00:00+00:00,1.13556,1.13556,27708.5832,0.00000,
EURUSD,2003-08-08T05:00:00+00:00,2003-08-08T07:00:00+00:00,1.13647,1.13485,48939.8574,-79.28257,
EURUSD,2003-08-08T09:00:00+00:00,2003-08-08T10:00:00+00:00,1.13387,1.13519,44596.4451,58.86731,
EURUSD,2003-08-08T09:00:00+00:00,2003-08-08T10:00:00+00:00,1.13387,1.13387,14865.4817,0.00000,
EURUSD,2003-08-05T19:00:00+00:00,2003-08-08T12:00:00+00:00,1.13692,1.13054,12519.1583,-79.87223,
EURUSD,2003-08-07T23:00:00+00:00,2003-08-08T12:00:00+00:00,1.13640,1.13142,11851.2615,59.01928,
EURUSD,2003-08-08T00:00:00+00:00,2003-08-08T12:00:00+00:00,1.13590,1.13042,10769.9420,59.01928,
EURUSD,2003-08-08T01:00:00+00:00,2003-08-08T12:00:00+00:00,1.13568,1.13112,12942.8250,59.01928,
EURUSD,2003-08-07T23:00:00+00:00,2003-08-08T13:00:00+00:00,1.13640,1.13334,3950.4205,12.08829,
EURUSD,2003-08-08T00:00:00+00:00,2003-08-08T13:00:00+00:00,1.13590,1.13334,3589.9807,9.19035,
EURUSD,2003-08-08T01:00:00+00:00,2003-08-08T13:00:00+00:00,1.13568,1.13334,4314.2750,10.09540,
EURUSD,2003-08-06T12:00:00+00:00,2003-08-08T16:00:00+00:00,1.13614,1.12978,9111.0143,57.94605,
EURUSD,2003-08-06T15:00:00+00:00,2003-08-08T16:00:00+00:00,1.13571,1.12892,8598.6771,58.38502,
EURUSD,2003-08-08T07:00:00+00:00,2003-08-08T16:00:00+00:00,1.13387,1.12973,14219.1564,58.86731,
EURUSD,2003-08-08T13:00:00+00:00,2003-08-08T16:00:00+00:00,1.13391,1.13031,22323.3369,-80.36401,
EURUSD,2003-08-06T12:00:00+00:00,2003-08-08T17:00:00+00:00,1.13614,1.13120,3037.0048,15.00280,
EURUSD,2003-08-06T15:00:00+00:00,2003-08-08T17:00:00+00:00,1.13571,1.13120,2866.2257,12.92668,
EURUSD,2003-08-08T07:00:00+00:00,2003-08-08T17:00:00+00:00,1.13387,1.13120,4739.7188,12.65505,
EURUSD,2003-08-08T08:00:00+00:00,2003-08-11T00:00:00+00:00,1.13294,1.12809,12137.5892,58.86731,
EURUSD,2003-08-08T11:00:00+00:00,2003-08-11T00:00:00+00:00,1.13316,1.12858,12949.5223,59.30881,
EURUSD,2003-08-08T18:00:00+00:00,2003-08-11T00:00:00+00:00,1.12949,1.12778,35841.3166,61.28865,
EURUSD,2003-08-08T18:00:00+00:00,2003-08-11T00:00:00+00:00,1.12949,1.12949,11947.1055,0.00000,
EURUSD,2003-08-08T08:00:00+00:00,2003-08-11T01:00:00+00:00,1.13294,1.12873,4045.8631,17.03308,
EURUSD,2003-08-08T11:00:00+00:00,2003-08-11T01:00:00+00:00,1.13316,1.12873,4316.5074,19.12213,
EURUSD,2003-08-04T16:00:00+00:00,2003-08-11T10:00:00+00:00,1.13638,1.12639,8160.7747,-81.52614,
EURUSD,2003-08-11T06:00:00+00:00,2003-08-11T12:00:00+00:00,1.12774,1.13053,30062.5096,-83.87440,
EURUSD,2003-08-11T07:00:00+00:00,2003-08-11T12:00:00+00:00,1.12746,1.13053,27320.6520,-83.87440,
EURUSD,2003-08-11T08:00:00+00:00,2003-08-11T12:00:00+00:00,1.12734,1.13053,26292.9159,-83.87440,
EURUSD,2003-08-11T11:00:00+00:00,2003-08-11T13:00:00+00:00,1.12930,1.13245,19775.9858,62.29436,
EURUSD,2003-08-11T11:00:00+00:00,2003-08-11T14:00:00+00:00,1.12930,1.13117,6591.9953,12.32703,
EURUSD,2003-08-11T12:00:00+00:00,2003-08-11T16:00:00+00:00,1.13140,1.13665,11506.1298,60.40718,
EURUSD,2003-08-08T12:00:00+00:00,2003-08-11T17:00:00+00:00,1.13122,1.13774,12277.6492,-80.05027,
EURUSD,2003-08-11T12:00:00+00:00,2003-08-11T17:00:00+00:00,1.13140,1.13579,3835.3766,16.83730,
EURUSD,2003-08-11T20:00:00+00:00,2003-08-11T21:00:00+00:00,1.13552,1.13625,111316.5265,-81.26106,
EURUSD,2003-08-11T23:00:00+00:00,2003-08-12T05:00:00+00:00,1.13544,1.13629,94645.2396,-80.44845,
EURUSD,2003-08-12T04:00:00+00:00,2003-08-12T05:00:00+00:00,1.13545,1.13600,109702.4368,60.33634,
EURUSD,2003-08-12T04:00:00+00:00,2003-08-12T05:00:00+00:00,1.13545,1.13545,36567.4789,0.00000,
EURUSD,2003-08-12T01:00:00+00:00,2003-08-12T06:00:00+00:00,1.13554,1.13666,53871.7324,60.33634,
EURUSD,2003-08-12T01:00:00+00:00,2003-08-12T06:00:00+00:00,1.13554,1.13554,17957.2441,0.00000,
EURUSD,2003-08-12T07:00:00+00:00,2003-08-12T08:00:00+00:00,1.13593,1.13475,68517.5389,-80.85070,
EURUSD,2003-08-12T00:00:00+00:00,2003-08-12T09:00:00+00:00,1.13523,1.13258,22768.4303,60.33634,
EURUSD,2003-08-12T00:00:00+00:00,2003-08-12T09:00:00+00:00,1.13523,1.13523,7589.4768,0.00000,
EURUSD,2003-08-12T08:00:00+00:00,2003-08-12T09:00:00+00:00,1.13534,1.13359,34303.7953,60.03164,
EURUSD,2003-08-12T08:00:00+00:00,2003-08-12T09:00:00+00:00,1.13534,1.13534,11434.5984,0.00000,
EURUSD,2003-08-11T15:00:00+00:00,2003-08-12T11:00:00+00:00,1.13473,1.13112,22517.7624,-81.28912,
EURUSD,2003-08-12T17:00:00+00:00,2003-08-12T18:00:00+00:00,1.13063,1.13146,72680.4014,60.32473,
EURUSD,2003-08-12T17:00:00+00:00,2003-08-12T18:00:00+00:00,1.13063,1.13063,24226.8005,0.00000,
EURUSD,2003-08-12T09:00:00+00:00,2003-08-12T20:00:00+00:00,1.13240,1.12771,12992.4097,60.93440,
EURUSD,2003-08-12T15:00:00+00:00,2003-08-12T20:00:00+00:00,1.13053,1.12790,30582.8812,-80.43298,
EURUSD,2003-08-12T18:00:00+00:00,2003-08-12T20:00:00+00:00,1.13100,1.12790,26140.7177,-81.03622,
EURUSD,2003-08-12T09:00:00+00:00,2003-08-12T21:00:00+00:00,1.13240,1.12848,4330.8032,16.97675,
EURUSD,2003-08-11T13:00:00+00:00,2003-08-13T00:00:00+00:00,1.13255,1.12615,12682.1644,-81.16585,
EURUSD,2003-08-06T17:00:00+00:00,2003-08-13T01:00:00+00:00,1.13330,1.12501,7032.7349,58.30137,
EURUSD,2003-08-06T17:00:00+00:00,2003-08-13T02:00:00+00:00,1.13330,1.12665,2344.2450,15.58923,
EURUSD,2003-08-13T00:00:00+00:00,2003-08-13T05:00:00+00:00,1.12625,1.12456,35231.7985,59.54174,
EURUSD,2003-08-13T00:00:00+00:00,2003-08-13T05:00:00+00:00,1.12625,1.12625,11743.9328,0.00000,
EURUSD,2003-08-13T02:00:00+00:00,2003-08-13T05:00:00+00:00,1.12699,1.12492,38709.1265,-80.12789,
EURUSD,2003-08-12T19:00:00+00:00,2003-08-13T06:00:00+00:00,1.12840,1.12337,12082.9361,60.77717,
EURUSD,2003-08-12T20:00:00+00:00,2003-08-13T06:00:00+00:00,1.12800,1.12335,12908.2060,60.02316,
EURUSD,2003-08-12T19:00:00+00:00,2003-08-13T07:00:00+00:00,1.12840,1.12429,4027.6454,16.55362,
EURUSD,2003-08-12T20:00:00+00:00,2003-08-13T07:00:00+00:00,1.12800,1.12429,4302.7353,15.96315,
EURUSD,2003-08-12T21:00:00+00:00,2003-08-13T07:00:00+00:00,1.12730,1.12195,11243.0810,60.15048,
EURUSD,2003-08-12T21:00:00+00:00,2003-08-13T08:00:00+00:00,1.12730,1.12429,3747.6937,11.28056,
EURUSD,2003-08-13T05:00:00+00:00,2003-08-13T14:00:00+00:00,1.12471,1.12867,20182.3309,-79.92203,
EURUSD,2003-08-13T06:00:00+00:00,2003-08-13T14:00:00+00:00,1.12235,1.12848,13234.9158,-81.13003,
EURUSD,2003-08-13T12:00:00+00:00,2003-08-13T14:00:00+00:00,1.12524,1.12836,26336.3820,-82.16951,
EURUSD,2003-08-13T13:00:00+00:00,2003-08-13T15:00:00+00:00,1.12768,1.13104,18341.4089,61.62713,
EURUSD,2003-08-13T03:00:00+00:00,2003-08-13T16:00:00+00:00,1.12542,1.13265,11082.6960,-80.12789,
EURUSD,2003-08-13T13:00:00+00:00,2003-08-13T16:00:00+00:00,1.12768,1.13049,6113.8030,17.17979,
EURUSD,2003-08-13T17:00:00+00:00,2003-08-13T18:00:00+00:00,1.13157,1.13049,73818.5984,-79.72409,
EURUSD,2003-08-13T18:00:00+00:00,2003-08-13T20:00:00+00:00,1.13089,1.13196,73763.4069,-78.92685,
EURUSD,2003-08-13T22:00:00+00:00,2003-08-14T00:00:00+00:00,1.13115,1.13302,41784.8005,-78.13758,
EURUSD,2003-08-13T23:00:00+00:00,2003-08-14T00:00:00+00:00,1.13093,1.13302,37386.4005,-78.13758,
EURUSD,2003-08-14T03:00:00+00:00,2003-08-14T04:00:00+00:00,1.13185,1.13254,110978.0078,-76.57483,
EURUSD,2003-08-14T06:00:00+00:00,2003-08-14T09:00:00+00:00,1.13245,1.13088,48286.0364,-75.80908,
EURUSD,2003-08-14T08:00:00+00:00,2003-08-14T09:00:00+00:00,1.13229,1.13131,58017.1509,56.85681,
EURUSD,2003-08-14T08:00:00+00:00,2003-08-14T09:00:00+00:00,1.13229,1.13229,19339.0503,0.00000,
EURUSD,2003-08-14T00:00:00+00:00,2003-08-14T10:00:00+00:00,1.13248,1.12879,20751.9852,-76.57483,
EURUSD,2003-08-14T02:00:00+00:00,2003-08-14T10:00:00+00:00,1.13249,1.13023,33882.6661,-76.57483,
EURUSD,2003-08-14T04:00:00+00:00,2003-08-14T10:00:00+00:00,1.13246,1.13057,40110.6228,-75.80908,
EURUSD,2003-08-14T05:00:00+00:00,2003-08-14T10:00:00+00:00,1.13191,1.13017,32676.3264,56.85681,
EURUSD,2003-08-14T05:00:00+00:00,2003-08-14T10:00:00+00:00,1.13191,1.12843,10892.1088,37.90454,
EURUSD,2003-08-14T07:00:00+00:00,2003-08-14T10:00:00+00:00,1.13259,1.13057,37529.2461,-75.80908,
EURUSD,2003-08-14T09:00:00+00:00,2003-08-14T10:00:00+00:00,1.13104,1.12843,21729.7570,56.71467,
EURUSD,2003-08-14T09:00:00+00:00,2003-08-14T10:00:00+00:00,1.13104,1.13104,7243.2523,0.00000,
EURUSD,2003-08-14T13:00:00+00:00,2003-08-14T15:00:00+00:00,1.12815,1.12491,22866.2458,-74.08664,
EURUSD,2003-08-14T19:00:00+00:00,2003-08-14T20:00:00+00:00,1.12414,1.12565,48573.3577,-73.34577,
EURUSD,2003-08-14T20:00:00+00:00,2003-08-14T21:00:00+00:00,1.12547,1.12860,17399.1164,54.45923,
EURUSD,2003-08-14T20:00:00+00:00,2003-08-14T21:00:00+00:00,1.12547,1.12547,5799.7055,0.00000,
EURUSD,2003-08-15T02:00:00+00:00,2003-08-15T04:00:00+00:00,1.12616,1.12468,49430.3411,-73.15690,
EURUSD,2003-08-15T09:00:00+00:00,2003-08-17T21:00:00+00:00,1.12750,1.12396,20459.1344,-72.42534,
EURUSD,2003-08-15T14:00:00+00:00,2003-08-17T21:00:00+00:00,1.12537,1.12363,31217.8171,54.31900,
EURUSD,2003-08-15T14:00:00+00:00,2003-08-17T21:00:00+00:00,1.12537,1.12537,10405.9390,0.00000,
EURUSD,2003-08-15T19:00:00+00:00,2003-08-17T21:00:00+00:00,1.12548,1.12401,49268.9359,-72.42534,
EURUSD,2003-08-14T10:00:00+00:00,2003-08-18T01:00:00+00:00,1.12776,1.12225,10084.3879,55.56498,
EURUSD,2003-08-14T10:00:00+00:00,2003-08-18T02:00:00+00:00,1.12776,1.12351,3361.4626,14.28622,
EURUSD,2003-08-18T04:00:00+00:00,2003-08-18T10:00:00+00:00,1.12258,1.11841,12988.9444,54.16390,
EURUSD,2003-08-18T04:00:00+00:00,2003-08-18T11:00:00+00:00,1.12258,1.11914,4329.6481,14.89399,
EURUSD,2003-08-18T07:00:00+00:00,2003-08-18T11:00:00+00:00,1.12238,1.11801,12394.4847,54.16390,
EURUSD,2003-08-18T07:00:00+00:00,2003-08-18T12:00:00+00:00,1.12238,1.11914,4131.4949,13.38604,
EURUSD,2003-08-18T12:00:00+00:00,2003-08-18T15:00:00+00:00,1.11693,1.11458,23484.4498,55.18846,
EURUSD,2003-08-18T12:00:00+00:00,2003-08-18T16:00:00+00:00,1.11693,1.11458,7828.1499,18.39615,
EURUSD,2003-08-18T19:00:00+00:00,2003-08-19T01:00:00+00:00,1.11503,1.11221,26354.7714,-74.32046,
EURUSD,2003-08-18T20:00:00+00:00,2003-08-19T02:00:00+00:00,1.11398,1.11167,24130.0180,55.74034,
EURUSD,2003-08-18T20:00:00+00:00,2003-08-19T03:00:00+00:00,1.11398,1.11326,8043.3393,5.79120,
EURUSD,2003-08-18T14:00:00+00:00,2003-08-19T06:00:00+00:00,1.11575,1.10799,7111.9146,55.18846,
EURUSD,2003-08-18T23:00:00+00:00,2003-08-19T06:00:00+00:00,1.11382,1.10875,10994.1502,55.74034,
EURUSD,2003-08-19T04:00:00+00:00,2003-08-19T06:00:00+00:00,1.11248,1.10867,14604.8359,55.64442,
EURUSD,2003-08-19T04:00:00+00:00,2003-08-19T06:00:00+00:00,1.11248,1.11248,4868.2786,0.00000,
EURUSD,2003-08-18T14:00:00+00:00,2003-08-19T07:00:00+00:00,1.11575,1.11025,2370.6382,13.03851,
EURUSD,2003-08-18T23:00:00+00:00,2003-08-19T07:00:00+00:00,1.11382,1.11025,3664.7167,13.08304,
EURUSD,2003-08-19T01:00:00+00:00,2003-08-19T11:00:00+00:00,1.11197,1.10765,12773.8283,55.18294,
EURUSD,2003-08-19T08:00:00+00:00,2003-08-19T11:00:00+00:00,1.11019,1.10805,35569.8664,-76.11951,
EURUSD,2003-08-19T10:00:00+00:00,2003-08-19T11:00:00+00:00,1.10970,1.10783,30529.2169,57.08964,
EURUSD,2003-08-19T10:00:00+00:00,2003-08-19T11:00:00+00:00,1.10970,1.10970,10176.4056,0.00000,
EURUSD,2003-08-19T01:00:00+00:00,2003-08-19T12:00:00+00:00,1.11197,1.10827,4257.9428,15.75439,
EURUSD,2003-08-19T11:00:00+00:00,2003-08-19T18:00:00+00:00,1.10618,1.11387,9945.5195,-76.48104,
EURUSD,2003-08-19T23:00:00+00:00,2003-08-20T01:00:00+00:00,1.11293,1.11116,32149.9060,56.90533,
EURUSD,2003-08-19T23:00:00+00:00,2003-08-20T01:00:00+00:00,1.11293,1.10939,10716.6353,37.93689,
EURUSD,2003-08-20T00:00:00+00:00,2003-08-20T10:00:00+00:00,1.11162,1.10854,18475.7576,56.90533,
EURUSD,2003-08-20T06:00:00+00:00,2003-08-20T10:00:00+00:00,1.11207,1.10901,25105.2942,-76.82220,
EURUSD,2003-08-20T08:00:00+00:00,2003-08-20T10:00:00+00:00,1.11159,1.11001,36466.2343,57.61665,
EURUSD,2003-08-20T08:00:00+00:00,2003-08-20T10:00:00+00:00,1.11159,1.10843,12155.4114,38.41110,
EURUSD,2003-08-20T00:00:00+00:00,2003-08-20T11:00:00+00:00,1.11162,1.11003,6158.5859,9.79215,
EURUSD,2003-08-20T10:00:00+00:00,2003-08-20T13:00:00+00:00,1.10801,1.11317,15035.5250,-77.58331,
EURUSD,2003-08-20T14:00:00+00:00,2003-08-20T17:00:00+00:00,1.11178,1.10959,26337.4649,57.67905,
EURUSD,2003-08-20T14:00:00+00:00,2003-08-20T18:00:00+00:00,1.11178,1.11130,8779.1550,4.21399,
EURUSD,2003-08-20T22:00:00+00:00,2003-08-20T23:00:00+00:00,1.11118,1.11027,63893.6769,58.14325,
EURUSD,2003-08-20T22:00:00+00:00,2003-08-20T23:00:00+00:00,1.11118,1.11118,21297.8923,0.00000,
EURUSD,2003-08-20T18:00:00+00:00,2003-08-21T00:00:00+00:00,1.11188,1.10944,31772.2656,-77.52433,
EURUSD,2003-08-20T13:00:00+00:00,2003-08-21T02:00:00+00:00,1.11220,1.10783,17598.4891,-76.90540,
EURUSD,2003-08-20T17:00:00+00:00,2003-08-21T05:00:00+00:00,1.11065,1.10733,17503.5063,58.11164,
EURUSD,2003-08-18T15:00:00+00:00,2003-08-21T06:00:00+00:00,1.11363,1.10382,5667.9277,55.60237,
EURUSD,2003-08-19T06:00:00+00:00,2003-08-21T06:00:00+00:00,1.10886,1.10262,9117.5840,56.89372,
EURUSD,2003-08-19T07:00:00+00:00,2003-08-21T06:00:00+00:00,1.10875,1.10240,8990.4938,57.08964,
