time_utc,open,high,low,close
2003-05-26T20:00:00Z,1.18703,1.18744,1.18507,1.18567
2003-05-27T00:00:00Z,1.18548,1.18979,1.18440,1.18841
2003-05-27T04:00:00Z,1.18836,1.19067,1.18166,1.18657
2003-05-27T08:00:00Z,1.18677,1.19223,1.18524,1.19074
2003-05-27T12:00:00Z,1.19081,1.19286,1.18605,1.18706
2003-05-27T16:00:00Z,1.18657,1.18750,1.18478,1.18565
2003-05-27T20:00:00Z,1.18542,1.18572,1.18070,1.18102
2003-05-28T00:00:00Z,1.18107,1.18324,1.18100,1.18266
2003-05-28T04:00:00Z,1.18285,1.18439,1.18155,1.18202
2003-05-28T08:00:00Z,1.18199,1.18353,1.17213,1.17297
2003-05-28T12:00:00Z,1.17258,1.17749,1.17037,1.17414
2003-05-28T16:00:00Z,1.17367,1.17790,1.17193,1.17597
2003-05-28T20:00:00Z,1.17601,1.17693,1.17396,1.17516
2003-05-29T00:00:00Z,1.17522,1.17689,1.17307,1.17354
2003-05-29T04:00:00Z,1.17334,1.17682,1.17333,1.17430
2003-05-29T08:00:00Z,1.17430,1.17583,1.16909,1.17408
2003-05-29T12:00:00Z,1.17420,1.18300,1.17366,1.18206
2003-05-29T16:00:00Z,1.18217,1.18998,1.18161,1.18685
2003-05-29T20:00:00Z,1.18683,1.19144,1.18660,1.18922
2003-05-30T00:00:00Z,1.18908,1.18963,1.18664,1.18702
2003-05-30T04:00:00Z,1.18701,1.18906,1.18575,1.18833
2003-05-30T08:00:00Z,1.18806,1.18870,1.18225,1.18280
2003-05-30T12:00:00Z,1.18276,1.18397,1.17419,1.17542
2003-05-30T16:00:00Z,1.17518,1.17908,1.17474,1.17801
2003-05-30T20:00:00Z,1.17812,1.17844,1.17643,1.17661
2003-05-31T00:00:00Z,1.17815,1.17815,1.17815,1.17815
2003-05-31T04:00:00Z,1.17815,1.17815,1.17815,1.17815
2003-05-31T08:00:00Z,1.17815,1.17815,1.17815,1.17815
2003-05-31T12:00:00Z,1.17815,1.17815,1.17815,1.17815
2003-05-31T16:00:00Z,1.17815,1.17815,1.17815,1.17815
2003-05-31T20:00:00Z,1.17815,1.17815,1.17815,1.17815
2003-06-01T00:00:00Z,1.17815,1.17815,1.17815,1.17815
2003-06-01T04:00:00Z,1.17815,1.17815,1.17815,1.17815
2003-06-01T08:00:00Z,1.17815,1.17815,1.17815,1.17815
2003-06-01T12:00:00Z,1.17815,1.17815,1.17815,1.17815
2003-06-01T16:00:00Z,1.17815,1.17815,1.17815,1.17815
2003-06-01T20:00:00Z,1.17815,1.17815,1.17058,1.17203
2003-06-02T00:00:00Z,1.17200,1.17284,1.16504,1.16692
2003-06-02T04:00:00Z,1.16688,1.17535,1.16629,1.17136
2003-06-02T08:00:00Z,1.17097,1.17182,1.16637,1.16982
2003-06-02T12:00:00Z,1.16977,1.17269,1.16576,1.17144
2003-06-02T16:00:00Z,1.17173,1.17652,1.17131,1.17530
2003-06-02T20:00:00Z,1.17577,1.17671,1.17393,1.17441
2003-06-03T00:00:00Z,1.17411,1.17512,1.17230,1.17378
2003-06-03T04:00:00Z,1.17412,1.17773,1.17383,1.17623
2003-06-03T08:00:00Z,1.17616,1.17763,1.17096,1.17120
2003-06-03T12:00:00Z,1.17141,1.17481,1.17003,1.17092
2003-06-03T16:00:00Z,1.17076,1.17541,1.16858,1.17451
2003-06-03T20:00:00Z,1.17452,1.17491,1.17225,1.17337
2003-06-04T00:00:00Z,1.17324,1.17357,1.17136,1.17221
2003-06-04T04:00:00Z,1.17205,1.17296,1.17066,1.17226
2003-06-04T08:00:00Z,1.17251,1.17463,1.16889,1.17033
2003-06-04T12:00:00Z,1.17033,1.17248,1.16690,1.16754
2003-06-04T16:00:00Z,1.16749,1.17121,1.16719,1.16823
2003-06-04T20:00:00Z,1.16837,1.16864,1.16321,1.16444
2003-06-05T00:00:00Z,1.16448,1.16559,1.16273,1.16410
2003-06-05T04:00:00Z,1.16420,1.16647,1.16413,1.16523
2003-06-05T08:00:00Z,1.16509,1.16944,1.16508,1.16749
2003-06-05T12:00:00Z,1.16737,1.18530,1.16737,1.18378
2003-06-05T16:00:00Z,1.18420,1.18850,1.18381,1.18433
2003-06-05T20:00:00Z,1.18429,1.18521,1.18286,1.18397
2003-06-07T00:00:00Z,1.16973,1.16973,1.16973,1.16973
2003-06-07T04:00:00Z,1.16973,1.16973,1.16973,1.16973
2003-06-07T08:00:00Z,1.16973,1.16973,1.16973,1.16973
2003-06-07T12:00:00Z,1.16973,1.16973,1.16973,1.16973
2003-06-07T16:00:00Z,1.16973,1.16973,1.16973,1.16973
2003-06-07T20:00:00Z,1.16973,1.16973,1.16973,1.16973
2003-06-08T00:00:00Z,1.16973,1.16973,1.16973,1.16973
2003-06-08T04:00:00Z,1.16973,1.16973,1.16973,1.16973
2003-06-08T08:00:00Z,1.16973,1.16973,1.16973,1.16973
2003-06-08T12:00:00Z,1.16973,1.16973,1.16973,1.16973
2003-06-08T16:00:00Z,1.16973,1.16973,1.16973,1.16973
2003-06-08T20:00:00Z,1.16973,1.17102,1.16839,1.16989
2003-06-13T00:00:00Z,1.17674,1.17734,1.17517,1.17609
2003-06-13T04:00:00Z,1.17621,1.17799,1.17563,1.17620
2003-06-13T08:00:00Z,1.17619,1.17966,1.17576,1.17664
2003-06-13T12:00:00Z,1.17660,1.18118,1.17338,1.17969
2003-06-13T16:00:00Z,1.17967,1.18758,1.17875,1.18641
2003-06-13T20:00:00Z,1.18655,1.18707,1.18558,1.18600
2003-06-14T00:00:00Z,1.18651,1.18651,1.18651,1.18651
2003-06-14T04:00:00Z,1.18651,1.18651,1.18651,1.18651
2003-06-14T08:00:00Z,1.18651,1.18651,1.18651,1.18651
2003-06-14T12:00:00Z,1.18651,1.18651,1.18651,1.18651
2003-06-14T16:00:00Z,1.18651,1.18651,1.18651,1.18651
2003-06-14T20:00:00Z,1.18651,1.18651,1.18651,1.18651
2003-06-15T00:00:00Z,1.18651,1.18651,1.18651,1.18651
2003-06-15T04:00:00Z,1.18651,1.18651,1.18651,1.18651
2003-06-15T08:00:00Z,1.18651,1.18651,1.18651,1.18651
2003-06-15T12:00:00Z,1.18651,1.18651,1.18651,1.18651
2003-06-15T16:00:00Z,1.18651,1.18651,1.18651,1.18651
2003-06-15T20:00:00Z,1.18651,1.18759,1.18606,1.18759
2003-06-16T00:00:00Z,1.18763,1.18983,1.18715,1.18838
2003-06-16T04:00:00Z,1.18818,1.18862,1.18587,1.18666
2003-06-16T08:00:00Z,1.18632,1.19263,1.18573,1.18705
2003-06-16T12:00:00Z,1.18695,1.18822,1.18392,1.18544
2003-06-16T16:00:00Z,1.18519,1.18603,1.18198,1.18369
2003-06-16T20:00:00Z,1.18365,1.18422,1.18125,1.18178
2003-06-18T00:00:00Z,1.17810,1.17999,1.17724,1.17946
2003-06-18T04:00:00Z,1.17965,1.18016,1.17489,1.17613
2003-06-18T08:00:00Z,1.17586,1.17733,1.17153,1.17265
2003-06-18T12:00:00Z,1.17226,1.17303,1.16820,1.16884
2003-06-18T16:00:00Z,1.16902,1.17093,1.16604,1.16868
2003-06-18T20:00:00Z,1.16854,1.16936,1.16749,1.16817
2003-06-23T00:00:00Z,1.15839,1.15972,1.15410,1.15790
2003-06-23T04:00:00Z,1.15835,1.15935,1.15569,1.15694
2003-06-23T08:00:00Z,1.15707,1.16028,1.15226,1.15313
2003-06-23T12:00:00Z,1.15315,1.15551,1.15069,1.15279
2003-06-23T16:00:00Z,1.15292,1.15731,1.15169,1.15498
2003-06-23T20:00:00Z,1.15484,1.15630,1.15344,1.15490
2003-06-24T00:00:00Z,1.15488,1.15569,1.15388,1.15468
2003-06-24T04:00:00Z,1.15456,1.15626,1.15314,1.15372
2003-06-24T08:00:00Z,1.15351,1.15801,1.15333,1.15647
2003-06-24T12:00:00Z,1.15640,1.15759,1.15111,1.15174
2003-06-24T16:00:00Z,1.15154,1.15268,1.14750,1.15064
2003-06-24T20:00:00Z,1.15052,1.15162,1.14897,1.14959
2003-06-25T00:00:00Z,1.14968,1.15141,1.14937,1.15076
2003-06-25T04:00:00Z,1.15097,1.15243,1.14945,1.15038
2003-06-25T08:00:00Z,1.14999,1.15415,1.14939,1.15366
2003-06-25T12:00:00Z,1.15347,1.15738,1.15270,1.15644
2003-06-25T16:00:00Z,1.15638,1.16205,1.15163,1.15412
2003-06-25T20:00:00Z,1.15387,1.15578,1.15163,1.15365
2003-06-26T00:00:00Z,1.15352,1.15425,1.15159,1.15352
2003-06-26T04:00:00Z,1.15358,1.15394,1.14808,1.15136
2003-06-26T08:00:00Z,1.15100,1.15198,1.14525,1.14575
2003-06-26T12:00:00Z,1.14570,1.14626,1.14187,1.14423
2003-06-26T16:00:00Z,1.14427,1.14517,1.14172,1.14275
2003-06-26T20:00:00Z,1.14246,1.14295,1.14105,1.14230
2003-06-28T00:00:00Z,1.14291,1.14291,1.14291,1.14291
2003-06-28T04:00:00Z,1.14291,1.14291,1.14291,1.14291
2003-06-28T08:00:00Z,1.14291,1.14291,1.14291,1.14291
2003-06-28T12:00:00Z,1.14291,1.14291,1.14291,1.14291
2003-06-28T16:00:00Z,1.14291,1.14291,1.14291,1.14291
2003-06-28T20:00:00Z,1.14291,1.14291,1.14291,1.14291
2003-07-03T00:00:00Z,1.15282,1.15333,1.15116,1.15154
2003-07-03T04:00:00Z,1.15167,1.15280,1.15083,1.15194
2003-07-03T08:00:00Z,1.15152,1.15230,1.14316,1.14535
2003-07-03T12:00:00Z,1.14563,1.15387,1.14464,1.15171
2003-07-03T16:00:00Z,1.15153,1.15227,1.14725,1.14825
2003-07-03T20:00:00Z,1.14847,1.15031,1.14837,1.14915
2003-07-04T00:00:00Z,1.14888,1.14929,1.14595,1.14685
2003-07-04T04:00:00Z,1.14696,1.14732,1.14561,1.14626
2003-07-04T08:00:00Z,1.14635,1.14872,1.14554,1.14663
2003-07-04T12:00:00Z,1.14656,1.14852,1.14462,1.14846
2003-07-04T16:00:00Z,1.14800,1.14933,1.14681,1.14861
2003-07-04T20:00:00Z,1.14891,1.14895,1.14818,1.14862
2003-07-05T00:00:00Z,1.14912,1.14912,1.14912,1.14912
2003-07-05T04:00:00Z,1.14912,1.14912,1.14912,1.14912
2003-07-05T08:00:00Z,1.14912,1.14912,1.14912,1.14912
2003-07-05T12:00:00Z,1.14912,1.14912,1.14912,1.14912
2003-07-05T16:00:00Z,1.14912,1.14912,1.14912,1.14912
2003-07-05T20:00:00Z,1.14912,1.14912,1.14912,1.14912
2003-07-06T00:00:00Z,1.14912,1.14912,1.14912,1.14912
2003-07-06T04:00:00Z,1.14912,1.14912,1.14912,1.14912
2003-07-06T08:00:00Z,1.14912,1.14912,1.14912,1.14912
2003-07-06T12:00:00Z,1.14912,1.14912,1.14912,1.14912
2003-07-06T16:00:00Z,1.14912,1.14912,1.14912,1.14912
2003-07-06T20:00:00Z,1.14912,1.14912,1.14653,1.14663
2003-07-07T00:00:00Z,1.14641,1.14693,1.14551,1.14604
2003-07-07T04:00:00Z,1.14593,1.14662,1.14089,1.14240
2003-07-07T08:00:00Z,1.14192,1.14296,1.13483,1.13624
2003-07-07T12:00:00Z,1.13631,1.13700,1.13303,1.13426
2003-07-07T16:00:00Z,1.13398,1.13497,1.13122,1.13216
2003-07-07T20:00:00Z,1.13238,1.13318,1.13080,1.13213
2003-07-13T00:00:00Z,1.12773,1.12773,1.12773,1.12773
2003-07-13T04:00:00Z,1.12773,1.12773,1.12773,1.12773
2003-07-13T08:00:00Z,1.12773,1.12773,1.12773,1.12773
2003-07-13T12:00:00Z,1.12773,1.12773,1.12773,1.12773
2003-07-13T16:00:00Z,1.12773,1.12773,1.12773,1.12773
2003-07-13T20:00:00Z,1.12773,1.12970,1.12747,1.12788
2003-07-14T00:00:00Z,1.12776,1.12818,1.12619,1.12710
2003-07-14T04:00:00Z,1.12702,1.12812,1.12538,1.12682
2003-07-14T08:00:00Z,1.12691,1.12914,1.12410,1.12792
2003-07-14T12:00:00Z,1.12782,1.13070,1.12716,1.12771
2003-07-14T16:00:00Z,1.12731,1.12978,1.12657,1.12794
2003-07-14T20:00:00Z,1.12750,1.12926,1.12675,1.12702
2003-07-15T00:00:00Z,1.12701,1.12800,1.12508,1.12552
2003-07-15T04:00:00Z,1.12529,1.12963,1.12515,1.12891
2003-07-15T08:00:00Z,1.12913,1.13358,1.12716,1.13278
2003-07-15T12:00:00Z,1.13282,1.13350,1.12372,1.12391
2003-07-15T16:00:00Z,1.12337,1.12543,1.11550,1.11914
2003-07-15T20:00:00Z,1.11923,1.11949,1.11593,1.11762
2003-07-16T00:00:00Z,1.11763,1.11793,1.11113,1.11470
2003-07-16T04:00:00Z,1.11456,1.11669,1.11344,1.11657
2003-07-16T08:00:00Z,1.11648,1.11728,1.11203,1.11430
2003-07-16T12:00:00Z,1.11406,1.12190,1.11236,1.12100
2003-07-16T16:00:00Z,1.12104,1.12305,1.11802,1.12101
2003-07-16T20:00:00Z,1.12061,1.12273,1.11988,1.12269
2003-07-17T00:00:00Z,1.12243,1.12319,1.12007,1.12148
2003-07-17T04:00:00Z,1.12156,1.12285,1.12114,1.12197
2003-07-17T08:00:00Z,1.12203,1.12406,1.12032,1.12321
2003-07-17T12:00:00Z,1.12323,1.12477,1.11556,1.11811
2003-07-17T16:00:00Z,1.11762,1.12206,1.11562,1.12116
2003-07-17T20:00:00Z,1.12114,1.12447,1.11951,1.12323
2003-07-23T00:00:00Z,1.13224,1.13538,1.13119,1.13469
2003-07-23T04:00:00Z,1.13479,1.13700,1.13466,1.13679
2003-07-23T08:00:00Z,1.13683,1.14084,1.13550,1.13975
2003-07-23T12:00:00Z,1.13972,1.14456,1.13911,1.14390
2003-07-23T16:00:00Z,1.14409,1.14882,1.14387,1.14633
2003-07-23T20:00:00Z,1.14620,1.14910,1.14597,1.14830
2003-07-24T00:00:00Z,1.14842,1.14915,1.14644,1.14720
2003-07-24T04:00:00Z,1.14735,1.14928,1.14687,1.14906
2003-07-24T08:00:00Z,1.14899,1.15091,1.14675,1.14941
2003-07-24T12:00:00Z,1.14949,1.15024,1.14220,1.14824
2003-07-24T16:00:00Z,1.14792,1.14843,1.14252,1.14626
2003-07-24T20:00:00Z,1.14629,1.14773,1.14600,1.14695
2003-07-25T00:00:00Z,1.14668,1.14703,1.14533,1.14634
2003-07-25T04:00:00Z,1.14639,1.14722,1.14437,1.14590
2003-07-25T08:00:00Z,1.14625,1.15026,1.14589,1.14782
2003-07-25T12:00:00Z,1.14774,1.15477,1.14425,1.15368
2003-07-25T16:00:00Z,1.15360,1.15412,1.14953,1.15062
2003-07-25T20:00:00Z,1.15057,1.15174,1.15042,1.15049
2003-07-26T00:00:00Z,1.15094,1.15094,1.15094,1.15094
2003-07-26T04:00:00Z,1.15094,1.15094,1.15094,1.15094
2003-07-26T08:00:00Z,1.15094,1.15094,1.15094,1.15094
2003-07-26T12:00:00Z,1.15094,1.15094,1.15094,1.15094
2003-07-26T16:00:00Z,1.15094,1.15094,1.15094,1.15094
2003-07-26T20:00:00Z,1.15094,1.15094,1.15094,1.15094
2003-07-27T00:00:00Z,1.15094,1.15094,1.15094,1.15094
2003-07-27T04:00:00Z,1.15094,1.15094,1.15094,1.15094
2003-07-27T08:00:00Z,1.15094,1.15094,1.15094,1.15094
2003-07-27T12:00:00Z,1.15094,1.15094,1.15094,1.15094
2003-07-27T16:00:00Z,1.15094,1.15094,1.15094,1.15094
2003-07-27T20:00:00Z,1.15094,1.15124,1.14716,1.14959
2003-07-28T00:00:00Z,1.14939,1.15009,1.14624,1.14708
2003-07-28T04:00:00Z,1.14749,1.14852,1.14541,1.14816
2003-07-28T08:00:00Z,1.14838,1.15172,1.14511,1.14660
2003-07-28T12:00:00Z,1.14649,1.14993,1.14634,1.14917
2003-07-28T16:00:00Z,1.14957,1.15137,1.14835,1.14890
2003-07-28T20:00:00Z,1.14995,1.15023,1.14808,1.14842
2003-07-29T00:00:00Z,1.14852,1.15058,1.14772,1.15009
2003-07-29T04:00:00Z,1.15035,1.15314,1.14941,1.15185
2003-07-29T08:00:00Z,1.15190,1.15241,1.14711,1.14762
2003-07-29T12:00:00Z,1.14735,1.15365,1.14502,1.15032
2003-07-29T16:00:00Z,1.14982,1.15040,1.14530,1.14606
2003-07-29T20:00:00Z,1.14596,1.14646,1.14268,1.14413
2003-07-30T00:00:00Z,1.14410,1.14509,1.14366,1.14384
2003-07-30T04:00:00Z,1.14435,1.14500,1.14234,1.14271
2003-07-30T08:00:00Z,1.14272,1.14468,1.14071,1.14172
2003-07-30T12:00:00Z,1.14196,1.14246,1.13500,1.13609
2003-07-30T16:00:00Z,1.13622,1.13775,1.13532,1.13586
2003-07-30T20:00:00Z,1.13556,1.13709,1.13338,1.13476
2003-08-01T00:00:00Z,1.12350,1.12424,1.12211,1.12361
2003-08-01T04:00:00Z,1.12371,1.12416,1.11941,1.12045
2003-08-01T08:00:00Z,1.11998,1.12077,1.11338,1.11657
2003-08-01T12:00:00Z,1.11655,1.12706,1.11542,1.12505
2003-08-01T16:00:00Z,1.12430,1.12582,1.12380,1.12531
2003-08-01T20:00:00Z,1.12531,1.12531,1.12531,1.12531
2003-08-02T00:00:00Z,1.12709,1.12709,1.12709,1.12709
2003-08-02T04:00:00Z,1.12709,1.12709,1.12709,1.12709
2003-08-02T08:00:00Z,1.12709,1.12709,1.12709,1.12709
2003-08-02T12:00:00Z,1.12709,1.12709,1.12709,1.12709
2003-08-02T16:00:00Z,1.12709,1.12709,1.12709,1.12709
2003-08-02T20:00:00Z,1.12709,1.12709,1.12709,1.12709
2003-08-03T00:00:00Z,1.12709,1.12709,1.12709,1.12709
2003-08-03T04:00:00Z,1.12709,1.12709,1.12709,1.12709
2003-08-03T08:00:00Z,1.12709,1.12709,1.12709,1.12709
2003-08-03T12:00:00Z,1.12709,1.12709,1.12709,1.12709
2003-08-03T16:00:00Z,1.12709,1.12709,1.12709,1.12709
2003-08-03T20:00:00Z,1.12709,1.12851,1.12630,1.12678
2003-08-04T00:00:00Z,1.12672,1.12761,1.12564,1.12636
2003-08-04T04:00:00Z,1.12660,1.13111,1.12584,1.13062
2003-08-04T08:00:00Z,1.13093,1.13175,1.12881,1.13091
2003-08-04T12:00:00Z,1.13093,1.13428,1.12935,1.13334
2003-08-04T16:00:00Z,1.13361,1.13734,1.13337,1.13538
2003-08-04T20:00:00Z,1.13552,1.13633,1.13391,1.13523
2003-08-05T00:00:00Z,1.13518,1.13574,1.13416,1.13498
2003-08-05T04:00:00Z,1.13518,1.13774,1.13482,1.13684
